new_index,County,BU / ACRE
1960-Martin County,MARTIN,22.0
1960-Mcleod County,MCLEOD,26.0
1960-Meeker County,MEEKER,21.0
1960-Mille Lacs County,MILLE LACS,11.0
1960-Morrison County,MORRISON,7.0
1960-Murray County,MURRAY,21.0
1960-Nicollet County,NICOLLET,24.0
1960-Nobles County,NOBLES,24.0
1960-Norman County,NORMAN,14.0
1960-Otter Tail County,OTTER TAIL,12.0
1960-Pennington County,PENNINGTON,13.0
1960-Pine County,PINE,12.0
1960-Pipestone County,PIPESTONE,18.0
1960-Polk County,POLK,15.0
1960-Pope County,POPE,15.0
1960-Ramsey County,RAMSEY,15.0
1960-Red Lake County,RED LAKE,13.0
1960-Redwood County,REDWOOD,21.0
1960-Renville County,RENVILLE,24.0
1960-Rice County,RICE,19.0
1960-Rock County,ROCK,24.0
1960-Roseau County,ROSEAU,12.0
1960-Scott County,SCOTT,23.0
1960-Sherburne County,SHERBURNE,9.0
1960-Sibley County,SIBLEY,25.0
1960-Stearns County,STEARNS,9.0
1960-Steele County,STEELE,18.0
1960-Stevens County,STEVENS,16.0
1960-Swift County,SWIFT,16.0
1960-Todd County,TODD,10.0
1960-Traverse County,TRAVERSE,14.0
1960-Wadena County,WADENA,8.0
1960-Waseca County,WASECA,19.0
1960-Washington County,WASHINGTON,17.0
1960-Watonwan County,WATONWAN,22.0
1960-Wilkin County,WILKIN,14.0
1960-Wright County,WRIGHT,17.0
1960-Yellow Medicine County,YELLOW MEDICINE,21.0
1961-Aitkin County,AITKIN,9.0
1961-Anoka County,ANOKA,15.0
1961-Becker County,BECKER,13.0
1961-Benton County,BENTON,18.0
1961-Big Stone County,BIG STONE,19.0
1961-Blue Earth County,BLUE EARTH,27.0
1961-Brown County,BROWN,26.0
1961-Carver County,CARVER,27.0
1961-Cass County,CASS,9.0
1961-Chippewa County,CHIPPEWA,19.0
1961-Chisago County,CHISAGO,15.0
1961-Clay County,CLAY,16.0
1961-Cottonwood County,COTTONWOOD,24.0
1961-Crow Wing County,CROW WING,14.0
1961-Douglas County,DOUGLAS,17.0
1961-Faribault County,FARIBAULT,29.0
1961-Freeborn County,FREEBORN,28.0
1961-Grant County,GRANT,18.0
1961-Hennepin County,HENNEPIN,22.0
1961-Hubbard County,HUBBARD,7.0
1961-Isanti County,ISANTI,15.0
1961-Itasca County,ITASCA,8.0
1961-Jackson County,JACKSON,26.0
1961-Kanabec County,KANABEC,15.0
1961-Kandiyohi County,KANDIYOHI,21.0
1961-Kittson County,KITTSON,9.0
1961-Lac Qui Parle County,LAC QUI PARLE,18.0
1961-Le Sueur County,LE SUEUR,29.0
1961-Lincoln County,LINCOLN,18.0
1961-Lyon County,LYON,22.0
1961-Mahnomen County,MAHNOMEN,14.0
1961-Marshall County,MARSHALL,9.0
1961-Martin County,MARTIN,28.0
1961-Mcleod County,MCLEOD,26.0
1961-Meeker County,MEEKER,21.0
1961-Mille Lacs County,MILLE LACS,16.0
1961-Morrison County,MORRISON,13.0
1961-Murray County,MURRAY,24.0
1961-Nicollet County,NICOLLET,26.0
1961-Nobles County,NOBLES,26.0
1961-Norman County,NORMAN,13.0
1961-Otter Tail County,OTTER TAIL,16.0
1961-Pine County,PINE,13.0
1961-Pipestone County,PIPESTONE,24.0
1961-Polk County,POLK,10.0
1961-Pope County,POPE,15.0
1961-Ramsey County,RAMSEY,18.0
1961-Red Lake County,RED LAKE,14.0
1961-Redwood County,REDWOOD,24.0
1961-Renville County,RENVILLE,22.0
1961-Rice County,RICE,28.0
1961-Rock County,ROCK,27.0
1961-Scott County,SCOTT,26.0
1961-Sherburne County,SHERBURNE,18.0
1961-Sibley County,SIBLEY,28.0
1961-Stearns County,STEARNS,17.0
1961-Steele County,STEELE,27.0
1961-Stevens County,STEVENS,18.0
1961-Swift County,SWIFT,18.0
1961-Todd County,TODD,17.0
1961-Traverse County,TRAVERSE,16.0
1961-Wadena County,WADENA,12.0
1961-Waseca County,WASECA,26.0
1961-Washington County,WASHINGTON,18.0
1961-Watonwan County,WATONWAN,26.0
1961-Wilkin County,WILKIN,17.0
1961-Wright County,WRIGHT,22.0
1961-Yellow Medicine County,YELLOW MEDICINE,19.0
1962-Aitkin County,AITKIN,10.0
1962-Anoka County,ANOKA,14.0
1962-Becker County,BECKER,14.0
1962-Benton County,BENTON,15.0
1962-Big Stone County,BIG STONE,9.0
1962-Blue Earth County,BLUE EARTH,23.0
1962-Brown County,BROWN,21.0
1962-Carver County,CARVER,20.0
1962-Cass County,CASS,9.0
1962-Chippewa County,CHIPPEWA,17.0
1962-Chisago County,CHISAGO,14.0
1962-Clay County,CLAY,13.0
1962-Cottonwood County,COTTONWOOD,21.0
1962-Crow Wing County,CROW WING,8.0
1962-Douglas County,DOUGLAS,11.0
1962-Faribault County,FARIBAULT,24.0
1962-Freeborn County,FREEBORN,24.0
1962-Grant County,GRANT,11.0
1962-Hennepin County,HENNEPIN,17.0
1962-Hubbard County,HUBBARD,7.0
1962-Isanti County,ISANTI,15.0
1962-Jackson County,JACKSON,24.0
1962-Kanabec County,KANABEC,13.0
1962-Kandiyohi County,KANDIYOHI,18.0
1962-Kittson County,KITTSON,9.0
1962-Lac Qui Parle County,LAC QUI PARLE,16.0
1962-Le Sueur County,LE SUEUR,23.0
1962-Lincoln County,LINCOLN,15.0
1962-Lyon County,LYON,19.0
1962-Mahnomen County,MAHNOMEN,15.0
1962-Marshall County,MARSHALL,10.0
1962-Martin County,MARTIN,23.0
1962-Mcleod County,MCLEOD,21.0
1962-Meeker County,MEEKER,18.0
1962-Mille Lacs County,MILLE LACS,10.0
1962-Morrison County,MORRISON,12.0
1962-Murray County,MURRAY,19.0
1962-Nicollet County,NICOLLET,21.0
1962-Nobles County,NOBLES,21.0
1962-Norman County,NORMAN,14.0
1962-Otter Tail County,OTTER TAIL,16.0
1962-Pennington County,PENNINGTON,9.0
1962-Pine County,PINE,13.0
1962-Pipestone County,PIPESTONE,15.0
1962-Polk County,POLK,11.0
1962-Pope County,POPE,13.0
1962-Ramsey County,RAMSEY,17.0
1962-Red Lake County,RED LAKE,9.0
1962-Redwood County,REDWOOD,20.0
1962-Renville County,RENVILLE,21.0
1962-Rice County,RICE,20.0
1962-Rock County,ROCK,24.0
1962-Scott County,SCOTT,19.0
1962-Sherburne County,SHERBURNE,12.0
1962-Sibley County,SIBLEY,20.0
1962-Stearns County,STEARNS,14.0
1962-Steele County,STEELE,21.0
1962-Stevens County,STEVENS,12.0
1962-Swift County,SWIFT,15.0
1962-Todd County,TODD,13.0
1962-Traverse County,TRAVERSE,9.0
1962-Wadena County,WADENA,10.0
1962-Waseca County,WASECA,23.0
1962-Washington County,WASHINGTON,16.0
1962-Watonwan County,WATONWAN,23.0
1962-Wilkin County,WILKIN,10.0
1962-Wright County,WRIGHT,18.0
1962-Yellow Medicine County,YELLOW MEDICINE,20.0
1963-Aitkin County,AITKIN,17.0
1963-Anoka County,ANOKA,15.0
1963-Becker County,BECKER,19.0
1963-Benton County,BENTON,22.0
1963-Big Stone County,BIG STONE,22.0
1963-Blue Earth County,BLUE EARTH,26.0
1963-Brown County,BROWN,26.0
1963-Carver County,CARVER,25.0
1963-Cass County,CASS,17.0
1963-Chippewa County,CHIPPEWA,27.0
1963-Chisago County,CHISAGO,15.0
1963-Clay County,CLAY,22.0
1963-Cottonwood County,COTTONWOOD,25.0
1963-Crow Wing County,CROW WING,17.0
1963-Douglas County,DOUGLAS,22.0
1963-Faribault County,FARIBAULT,27.0
1963-Freeborn County,FREEBORN,27.0
1963-Grant County,GRANT,22.0
1963-Hennepin County,HENNEPIN,19.0
1963-Hubbard County,HUBBARD,21.0
1963-Isanti County,ISANTI,17.0
1963-Jackson County,JACKSON,27.0
1963-Kanabec County,KANABEC,17.0
1963-Kandiyohi County,KANDIYOHI,25.0
1963-Kittson County,KITTSON,19.0
1963-Lac Qui Parle County,LAC QUI PARLE,27.0
1963-Le Sueur County,LE SUEUR,27.0
1963-Lincoln County,LINCOLN,22.0
1963-Lyon County,LYON,24.0
1963-Mahnomen County,MAHNOMEN,19.0
1963-Marshall County,MARSHALL,19.0
1963-Martin County,MARTIN,26.0
1963-Mcleod County,MCLEOD,27.0
1963-Meeker County,MEEKER,22.0
1963-Mille Lacs County,MILLE LACS,17.0
1963-Morrison County,MORRISON,18.0
1963-Murray County,MURRAY,23.0
1963-Nicollet County,NICOLLET,27.0
1963-Nobles County,NOBLES,25.0
1963-Norman County,NORMAN,23.0
1963-Otter Tail County,OTTER TAIL,21.0
1963-Pennington County,PENNINGTON,19.0
1963-Pine County,PINE,17.0
1963-Pipestone County,PIPESTONE,24.0
1963-Polk County,POLK,20.0
1963-Pope County,POPE,20.0
1963-Ramsey County,RAMSEY,18.0
1963-Red Lake County,RED LAKE,19.0
1963-Redwood County,REDWOOD,24.0
1963-Renville County,RENVILLE,26.0
1963-Rice County,RICE,23.0
1963-Rock County,ROCK,23.0
1963-Scott County,SCOTT,22.0
1963-Sherburne County,SHERBURNE,14.0
1963-Sibley County,SIBLEY,26.0
1963-Stearns County,STEARNS,18.0
1963-Steele County,STEELE,26.0
1963-Stevens County,STEVENS,24.0
1963-Swift County,SWIFT,25.0
1963-Todd County,TODD,20.0
1963-Traverse County,TRAVERSE,21.0
1963-Wadena County,WADENA,20.0
1963-Waseca County,WASECA,27.0
1963-Washington County,WASHINGTON,18.0
1963-Watonwan County,WATONWAN,25.0
1963-Wilkin County,WILKIN,20.0
1963-Wright County,WRIGHT,22.0
1963-Yellow Medicine County,YELLOW MEDICINE,26.0
1964-Aitkin County,AITKIN,11.0
1964-Anoka County,ANOKA,12.0
1964-Becker County,BECKER,14.0
1964-Beltrami County,BELTRAMI,7.0
1964-Benton County,BENTON,12.0
1964-Big Stone County,BIG STONE,14.0
1964-Blue Earth County,BLUE EARTH,26.0
1964-Brown County,BROWN,26.0
1964-Carver County,CARVER,23.0
1964-Cass County,CASS,7.0
1964-Chippewa County,CHIPPEWA,19.0
1964-Chisago County,CHISAGO,11.0
1964-Clay County,CLAY,15.0
1964-Clearwater County,CLEARWATER,9.0
1964-Cottonwood County,COTTONWOOD,24.0
1964-Crow Wing County,CROW WING,9.0
1964-Douglas County,DOUGLAS,11.0
1964-Faribault County,FARIBAULT,27.0
1964-Freeborn County,FREEBORN,23.0
1964-Grant County,GRANT,11.0
1964-Hennepin County,HENNEPIN,17.0
1964-Hubbard County,HUBBARD,8.0
1964-Isanti County,ISANTI,14.0
1964-Jackson County,JACKSON,27.0
1964-Kanabec County,KANABEC,14.0
1964-Kandiyohi County,KANDIYOHI,17.0
1964-Kittson County,KITTSON,8.0
1964-Lac Qui Parle County,LAC QUI PARLE,15.0
1964-Le Sueur County,LE SUEUR,26.0
1964-Lincoln County,LINCOLN,18.0
1964-Lyon County,LYON,19.0
1964-Mahnomen County,MAHNOMEN,10.0
1964-Marshall County,MARSHALL,8.0
1964-Martin County,MARTIN,26.0
1964-Mcleod County,MCLEOD,24.0
1964-Meeker County,MEEKER,19.0
1964-Mille Lacs County,MILLE LACS,8.0
1964-Morrison County,MORRISON,10.0
1964-Murray County,MURRAY,20.0
1964-Nicollet County,NICOLLET,26.0
1964-Nobles County,NOBLES,22.0
1964-Norman County,NORMAN,10.0
1964-Otter Tail County,OTTER TAIL,14.0
1964-Pine County,PINE,11.0
1964-Pipestone County,PIPESTONE,17.0
1964-Polk County,POLK,9.0
1964-Pope County,POPE,9.0
1964-Ramsey County,RAMSEY,16.0
1964-Red Lake County,RED LAKE,9.0
1964-Redwood County,REDWOOD,21.0
1964-Renville County,RENVILLE,22.0
1964-Rice County,RICE,23.0
1964-Rock County,ROCK,21.0
1964-Roseau County,ROSEAU,8.0
1964-Scott County,SCOTT,20.0
1964-Sherburne County,SHERBURNE,13.0
1964-Sibley County,SIBLEY,24.0
1964-Stearns County,STEARNS,12.0
1964-Steele County,STEELE,22.0
1964-Stevens County,STEVENS,12.0
1964-Swift County,SWIFT,14.0
1964-Todd County,TODD,12.0
1964-Traverse County,TRAVERSE,12.0
1964-Wadena County,WADENA,11.0
1964-Waseca County,WASECA,27.0
1964-Washington County,WASHINGTON,16.0
1964-Watonwan County,WATONWAN,25.0
1964-Wilkin County,WILKIN,15.0
1964-Wright County,WRIGHT,16.0
1964-Yellow Medicine County,YELLOW MEDICINE,20.0
1965-Aitkin County,AITKIN,8.0
1965-Anoka County,ANOKA,9.0
1965-Becker County,BECKER,12.0
1965-Beltrami County,BELTRAMI,9.0
1965-Benton County,BENTON,7.0
1965-Big Stone County,BIG STONE,15.0
1965-Blue Earth County,BLUE EARTH,22.0
1965-Brown County,BROWN,19.0
1965-Carver County,CARVER,17.0
1965-Cass County,CASS,8.0
1965-Chippewa County,CHIPPEWA,16.0
1965-Chisago County,CHISAGO,9.0
1965-Clay County,CLAY,17.0
1965-Clearwater County,CLEARWATER,5.0
1965-Cottonwood County,COTTONWOOD,17.0
1965-Crow Wing County,CROW WING,8.0
1965-Douglas County,DOUGLAS,10.0
1965-Faribault County,FARIBAULT,25.0
1965-Freeborn County,FREEBORN,24.0
1965-Grant County,GRANT,14.0
1965-Hennepin County,HENNEPIN,13.0
1965-Hubbard County,HUBBARD,9.0
1965-Isanti County,ISANTI,11.0
1965-Jackson County,JACKSON,18.0
1965-Kanabec County,KANABEC,9.0
1965-Kandiyohi County,KANDIYOHI,16.0
1965-Kittson County,KITTSON,8.0
1965-Lac Qui Parle County,LAC QUI PARLE,16.0
1965-Le Sueur County,LE SUEUR,22.0
1965-Lincoln County,LINCOLN,14.0
1965-Lyon County,LYON,15.0
1965-Mahnomen County,MAHNOMEN,11.0
1965-Marshall County,MARSHALL,10.0
1965-Martin County,MARTIN,26.0
1965-Mcleod County,MCLEOD,19.0
1965-Meeker County,MEEKER,17.0
1965-Mille Lacs County,MILLE LACS,8.0
1965-Morrison County,MORRISON,8.0
1965-Murray County,MURRAY,15.0
1965-Nicollet County,NICOLLET,20.0
1965-Nobles County,NOBLES,18.0
1965-Norman County,NORMAN,17.0
1965-Otter Tail County,OTTER TAIL,16.0
1965-Pine County,PINE,8.0
1965-Pipestone County,PIPESTONE,15.0
1965-Polk County,POLK,12.0
1965-Pope County,POPE,11.0
1965-Ramsey County,RAMSEY,14.0
1965-Red Lake County,RED LAKE,9.0
1965-Redwood County,REDWOOD,20.0
1965-Renville County,RENVILLE,20.0
1965-Rice County,RICE,22.0
1965-Rock County,ROCK,18.0
1965-Roseau County,ROSEAU,8.0
1965-Scott County,SCOTT,19.0
1965-Sherburne County,SHERBURNE,8.0
1965-Sibley County,SIBLEY,17.0
1965-Stearns County,STEARNS,10.0
1965-Steele County,STEELE,23.0
1965-Stevens County,STEVENS,15.0
1965-Swift County,SWIFT,15.0
1965-Todd County,TODD,9.0
1965-Traverse County,TRAVERSE,13.0
1965-Wadena County,WADENA,8.0
1965-Waseca County,WASECA,23.0
1965-Washington County,WASHINGTON,16.0
1965-Watonwan County,WATONWAN,21.0
1965-Wilkin County,WILKIN,19.0
1965-Wright County,WRIGHT,16.0
1965-Yellow Medicine County,YELLOW MEDICINE,18.0
1966-Aitkin County,AITKIN,18.0
1966-Anoka County,ANOKA,15.0
1966-Becker County,BECKER,16.0
1966-Benton County,BENTON,19.0
1966-Big Stone County,BIG STONE,19.0
1966-Blue Earth County,BLUE EARTH,29.0
1966-Brown County,BROWN,26.0
1966-Carver County,CARVER,26.0
1966-Cass County,CASS,16.0
1966-Chippewa County,CHIPPEWA,22.0
1966-Chisago County,CHISAGO,16.0
1966-Clay County,CLAY,20.0
1966-Clearwater County,CLEARWATER,13.0
1966-Cottonwood County,COTTONWOOD,24.0
1966-Crow Wing County,CROW WING,18.0
1966-Douglas County,DOUGLAS,16.0
1966-Faribault County,FARIBAULT,29.0
1966-Freeborn County,FREEBORN,27.0
1966-Grant County,GRANT,19.0
1966-Hennepin County,HENNEPIN,18.0
1966-Hubbard County,HUBBARD,16.0
1966-Isanti County,ISANTI,14.0
1966-Jackson County,JACKSON,27.0
1966-Kanabec County,KANABEC,15.0
1966-Kandiyohi County,KANDIYOHI,23.0
1966-Lac Qui Parle County,LAC QUI PARLE,21.0
1966-Le Sueur County,LE SUEUR,28.0
1966-Lincoln County,LINCOLN,20.0
1966-Lyon County,LYON,21.0
1966-Mahnomen County,MAHNOMEN,14.0
1966-Marshall County,MARSHALL,14.0
1966-Martin County,MARTIN,29.0
1966-Mcleod County,MCLEOD,27.0
1966-Meeker County,MEEKER,25.0
1966-Mille Lacs County,MILLE LACS,18.0
1966-Morrison County,MORRISON,19.0
1966-Murray County,MURRAY,23.0
1966-Nicollet County,NICOLLET,30.0
1966-Nobles County,NOBLES,23.0
1966-Norman County,NORMAN,24.0
1966-Otter Tail County,OTTER TAIL,18.0
1966-Pennington County,PENNINGTON,14.0
1966-Pine County,PINE,17.0
1966-Pipestone County,PIPESTONE,19.0
1966-Polk County,POLK,14.0
1966-Pope County,POPE,15.0
1966-Ramsey County,RAMSEY,20.0
1966-Red Lake County,RED LAKE,14.0
1966-Redwood County,REDWOOD,25.0
1966-Renville County,RENVILLE,26.0
1966-Rice County,RICE,28.0
1966-Rock County,ROCK,25.0
1966-Scott County,SCOTT,26.0
1966-Sherburne County,SHERBURNE,15.0
1966-Sibley County,SIBLEY,28.0
1966-Stearns County,STEARNS,19.0
1966-Steele County,STEELE,29.0
1966-Stevens County,STEVENS,18.0
1966-Swift County,SWIFT,20.0
1966-Todd County,TODD,18.0
1966-Traverse County,TRAVERSE,18.0
1966-Wadena County,WADENA,17.0
1966-Waseca County,WASECA,30.0
1966-Washington County,WASHINGTON,20.0
1966-Watonwan County,WATONWAN,30.0
1966-Wilkin County,WILKIN,20.0
1966-Wright County,WRIGHT,25.0
1966-Yellow Medicine County,YELLOW MEDICINE,22.0
1967-Aitkin County,AITKIN,11.0
1967-Anoka County,ANOKA,11.0
1967-Becker County,BECKER,10.0
1967-Beltrami County,BELTRAMI,10.0
1967-Benton County,BENTON,13.0
1967-Big Stone County,BIG STONE,13.0
1967-Blue Earth County,BLUE EARTH,24.0
1967-Brown County,BROWN,23.0
1967-Carver County,CARVER,21.0
1967-Cass County,CASS,9.0
1967-Chippewa County,CHIPPEWA,20.0
1967-Chisago County,CHISAGO,14.0
1967-Clay County,CLAY,13.0
1967-Clearwater County,CLEARWATER,10.0
1967-Cottonwood County,COTTONWOOD,22.0
1967-Crow Wing County,CROW WING,9.0
1967-Douglas County,DOUGLAS,13.0
1967-Faribault County,FARIBAULT,25.0
1967-Freeborn County,FREEBORN,25.0
1967-Grant County,GRANT,14.0
1967-Hennepin County,HENNEPIN,18.0
1967-Hubbard County,HUBBARD,10.0
1967-Isanti County,ISANTI,14.0
1967-Itasca County,ITASCA,9.0
1967-Jackson County,JACKSON,22.0
1967-Kanabec County,KANABEC,15.0
1967-Kandiyohi County,KANDIYOHI,18.0
1967-Kittson County,KITTSON,10.0
1967-Lac Qui Parle County,LAC QUI PARLE,14.0
1967-Le Sueur County,LE SUEUR,25.0
1967-Lincoln County,LINCOLN,14.0
1967-Lyon County,LYON,18.0
1967-Mahnomen County,MAHNOMEN,10.0
1967-Marshall County,MARSHALL,12.0
1967-Martin County,MARTIN,24.0
1967-Mcleod County,MCLEOD,17.0
1967-Meeker County,MEEKER,18.0
1967-Mille Lacs County,MILLE LACS,12.0
1967-Morrison County,MORRISON,9.0
1967-Murray County,MURRAY,23.0
1967-Nicollet County,NICOLLET,26.0
1967-Nobles County,NOBLES,20.0
1967-Norman County,NORMAN,12.0
1967-Otter Tail County,OTTER TAIL,12.0
1967-Pennington County,PENNINGTON,11.0
1967-Pine County,PINE,15.0
1967-Pipestone County,PIPESTONE,17.0
1967-Polk County,POLK,12.0
1967-Pope County,POPE,11.0
1967-Ramsey County,RAMSEY,14.0
1967-Red Lake County,RED LAKE,11.0
1967-Redwood County,REDWOOD,22.0
1967-Renville County,RENVILLE,22.0
1967-Rice County,RICE,24.0
1967-Rock County,ROCK,21.0
1967-Scott County,SCOTT,15.0
1967-Sherburne County,SHERBURNE,9.0
1967-Sibley County,SIBLEY,25.0
1967-Stearns County,STEARNS,12.0
1967-Steele County,STEELE,22.0
1967-Stevens County,STEVENS,14.0
1967-Swift County,SWIFT,14.0
1967-Todd County,TODD,11.0
1967-Traverse County,TRAVERSE,13.0
1967-Wadena County,WADENA,11.0
1967-Waseca County,WASECA,25.0
1967-Washington County,WASHINGTON,14.0
1967-Watonwan County,WATONWAN,25.0
1967-Wilkin County,WILKIN,13.0
1967-Wright County,WRIGHT,17.0
1967-Yellow Medicine County,YELLOW MEDICINE,18.0
1968-Aitkin County,AITKIN,13.0
1968-Anoka County,ANOKA,15.0
1968-Becker County,BECKER,16.0
1968-Beltrami County,BELTRAMI,12.0
1968-Benton County,BENTON,11.0
1968-Big Stone County,BIG STONE,15.0
1968-Blue Earth County,BLUE EARTH,25.0
1968-Brown County,BROWN,24.0
1968-Carver County,CARVER,26.0
1968-Cass County,CASS,12.0
1968-Chippewa County,CHIPPEWA,21.0
1968-Chisago County,CHISAGO,16.0
1968-Clay County,CLAY,17.0
1968-Clearwater County,CLEARWATER,14.0
1968-Cottonwood County,COTTONWOOD,21.0
1968-Crow Wing County,CROW WING,12.0
1968-Douglas County,DOUGLAS,14.0
1968-Faribault County,FARIBAULT,27.0
1968-Freeborn County,FREEBORN,23.0
1968-Grant County,GRANT,15.0
1968-Hennepin County,HENNEPIN,20.0
1968-Hubbard County,HUBBARD,12.0
1968-Isanti County,ISANTI,16.0
1968-Itasca County,ITASCA,12.0
1968-Jackson County,JACKSON,25.0
1968-Kanabec County,KANABEC,20.0
1968-Kandiyohi County,KANDIYOHI,21.0
1968-Kittson County,KITTSON,15.0
1968-Lac Qui Parle County,LAC QUI PARLE,19.0
1968-Le Sueur County,LE SUEUR,27.0
1968-Lincoln County,LINCOLN,22.0
1968-Lyon County,LYON,23.0
1968-Mahnomen County,MAHNOMEN,13.0
1968-Marshall County,MARSHALL,15.0
1968-Martin County,MARTIN,28.0
1968-Mcleod County,MCLEOD,25.0
1968-Meeker County,MEEKER,19.0
1968-Mille Lacs County,MILLE LACS,12.0
1968-Morrison County,MORRISON,12.0
1968-Murray County,MURRAY,21.0
1968-Nicollet County,NICOLLET,26.0
1968-Nobles County,NOBLES,22.0
1968-Norman County,NORMAN,17.0
1968-Otter Tail County,OTTER TAIL,15.0
1968-Pennington County,PENNINGTON,14.0
1968-Pine County,PINE,17.0
1968-Pipestone County,PIPESTONE,18.0
1968-Polk County,POLK,15.0
1968-Pope County,POPE,16.0
1968-Ramsey County,RAMSEY,17.0
1968-Red Lake County,RED LAKE,14.0
1968-Redwood County,REDWOOD,24.0
1968-Renville County,RENVILLE,22.0
1968-Rice County,RICE,25.0
1968-Rock County,ROCK,18.0
1968-Scott County,SCOTT,22.0
1968-Sherburne County,SHERBURNE,10.0
1968-Sibley County,SIBLEY,25.0
1968-Stearns County,STEARNS,16.0
1968-Steele County,STEELE,25.0
1968-Stevens County,STEVENS,16.0
1968-Swift County,SWIFT,19.0
1968-Todd County,TODD,16.0
1968-Traverse County,TRAVERSE,17.0
1968-Wadena County,WADENA,15.0
1968-Waseca County,WASECA,24.0
1968-Washington County,WASHINGTON,21.0
1968-Watonwan County,WATONWAN,23.0
1968-Wilkin County,WILKIN,16.0
1968-Wright County,WRIGHT,21.0
1968-Yellow Medicine County,YELLOW MEDICINE,23.0
1969-Anoka County,ANOKA,10.0
1969-Becker County,BECKER,16.0
1969-Beltrami County,BELTRAMI,10.0
1969-Benton County,BENTON,10.0
1969-Big Stone County,BIG STONE,16.0
1969-Blue Earth County,BLUE EARTH,29.0
1969-Brown County,BROWN,26.0
1969-Carver County,CARVER,22.0
1969-Cass County,CASS,11.0
1969-Chippewa County,CHIPPEWA,24.0
1969-Chisago County,CHISAGO,10.0
1969-Clay County,CLAY,16.0
1969-Clearwater County,CLEARWATER,15.0
1969-Cottonwood County,COTTONWOOD,28.0
1969-Crow Wing County,CROW WING,10.0
1969-Douglas County,DOUGLAS,14.0
1969-Faribault County,FARIBAULT,32.0
1969-Freeborn County,FREEBORN,28.0
1969-Grant County,GRANT,15.0
1969-Hennepin County,HENNEPIN,19.0
1969-Hubbard County,HUBBARD,10.0
1969-Isanti County,ISANTI,11.0
1969-Itasca County,ITASCA,11.0
1969-Jackson County,JACKSON,31.0
1969-Kanabec County,KANABEC,16.0
1969-Kandiyohi County,KANDIYOHI,21.0
1969-Kittson County,KITTSON,14.0
1969-Lac Qui Parle County,LAC QUI PARLE,22.0
1969-Lake Of The Woods County,LAKE OF THE WOODS,10.0
1969-Le Sueur County,LE SUEUR,25.0
1969-Lincoln County,LINCOLN,21.0
1969-Lyon County,LYON,25.0
1969-Mahnomen County,MAHNOMEN,15.0
1969-Marshall County,MARSHALL,15.0
1969-Martin County,MARTIN,32.0
1969-Mcleod County,MCLEOD,24.0
1969-Meeker County,MEEKER,20.0
1969-Mille Lacs County,MILLE LACS,13.0
1969-Morrison County,MORRISON,11.0
1969-Murray County,MURRAY,26.0
1969-Nicollet County,NICOLLET,28.0
1969-Nobles County,NOBLES,29.0
1969-Norman County,NORMAN,17.0
1969-Otter Tail County,OTTER TAIL,14.0
1969-Pennington County,PENNINGTON,14.0
1969-Pine County,PINE,10.0
1969-Pipestone County,PIPESTONE,27.0
1969-Polk County,POLK,15.0
1969-Pope County,POPE,14.0
1969-Ramsey County,RAMSEY,12.0
1969-Red Lake County,RED LAKE,15.0
1969-Redwood County,REDWOOD,25.0
1969-Renville County,RENVILLE,25.0
1969-Rice County,RICE,23.0
1969-Rock County,ROCK,30.0
1969-Roseau County,ROSEAU,14.0
1969-Scott County,SCOTT,20.0
1969-Sherburne County,SHERBURNE,11.0
1969-Sibley County,SIBLEY,27.0
1969-Stearns County,STEARNS,14.0
1969-Steele County,STEELE,28.0
1969-Stevens County,STEVENS,18.0
1969-Swift County,SWIFT,18.0
1969-Todd County,TODD,17.0
1969-Traverse County,TRAVERSE,14.0
1969-Wadena County,WADENA,10.0
1969-Waseca County,WASECA,28.0
1969-Washington County,WASHINGTON,16.0
1969-Watonwan County,WATONWAN,29.0
1969-Wilkin County,WILKIN,14.0
1969-Wright County,WRIGHT,20.0
1969-Yellow Medicine County,YELLOW MEDICINE,24.0
1970-Anoka County,ANOKA,26.0
1970-Becker County,BECKER,13.0
1970-Beltrami County,BELTRAMI,14.0
1970-Benton County,BENTON,15.0
1970-Big Stone County,BIG STONE,16.0
1970-Blue Earth County,BLUE EARTH,31.0
1970-Brown County,BROWN,28.0
1970-Carver County,CARVER,28.0
1970-Cass County,CASS,12.0
1970-Chippewa County,CHIPPEWA,24.0
1970-Chisago County,CHISAGO,21.0
1970-Clay County,CLAY,18.0
1970-Clearwater County,CLEARWATER,14.0
1970-Cottonwood County,COTTONWOOD,28.0
1970-Crow Wing County,CROW WING,13.0
1970-Douglas County,DOUGLAS,14.0
1970-Faribault County,FARIBAULT,34.0
1970-Freeborn County,FREEBORN,31.0
1970-Grant County,GRANT,14.0
1970-Hennepin County,HENNEPIN,24.0
1970-Hubbard County,HUBBARD,12.0
1970-Isanti County,ISANTI,20.0
1970-Itasca County,ITASCA,12.0
1970-Jackson County,JACKSON,32.0
1970-Kanabec County,KANABEC,22.0
1970-Kandiyohi County,KANDIYOHI,23.0
1970-Kittson County,KITTSON,14.0
1970-Lac Qui Parle County,LAC QUI PARLE,23.0
1970-Lake Of The Woods County,LAKE OF THE WOODS,13.0
1970-Le Sueur County,LE SUEUR,30.0
1970-Lincoln County,LINCOLN,20.0
1970-Lyon County,LYON,26.0
1970-Mahnomen County,MAHNOMEN,15.0
1970-Marshall County,MARSHALL,18.0
1970-Martin County,MARTIN,33.0
1970-Mcleod County,MCLEOD,26.0
