new_index,County,BU / ACRE
1959-Otter Tail County,OTTER TAIL,39.0
1959-Pine County,PINE,44.0
1959-Pipestone County,PIPESTONE,35.0
1959-Polk County,POLK,45.0
1959-Pope County,POPE,41.0
1959-Redwood County,REDWOOD,42.0
1959-Renville County,RENVILLE,53.0
1959-Rice County,RICE,63.0
1959-Rock County,ROCK,44.0
1959-Scott County,SCOTT,64.0
1959-Sherburne County,SHERBURNE,34.0
1959-Sibley County,SIBLEY,66.0
1959-Stearns County,STEARNS,39.0
1959-Steele County,STEELE,66.0
1959-Stevens County,STEVENS,33.0
1959-Swift County,SWIFT,44.0
1959-Todd County,TODD,36.0
1959-Traverse County,TRAVERSE,31.0
1959-Wadena County,WADENA,34.0
1959-Waseca County,WASECA,62.0
1959-Washington County,WASHINGTON,55.0
1959-Watonwan County,WATONWAN,45.0
1959-Wilkin County,WILKIN,33.0
1959-Wright County,WRIGHT,59.0
1959-Yellow Medicine County,YELLOW MEDICINE,36.0
1960-Aitkin County,AITKIN,43.0
1960-Anoka County,ANOKA,42.0
1960-Becker County,BECKER,37.0
1960-Beltrami County,BELTRAMI,37.0
1960-Benton County,BENTON,43.0
1960-Big Stone County,BIG STONE,44.0
1960-Blue Earth County,BLUE EARTH,55.0
1960-Brown County,BROWN,69.0
1960-Carlton County,CARLTON,36.0
1960-Carver County,CARVER,56.0
1960-Cass County,CASS,30.0
1960-Chippewa County,CHIPPEWA,52.0
1960-Chisago County,CHISAGO,48.0
1960-Clay County,CLAY,41.0
1960-Clearwater County,CLEARWATER,39.0
1960-Cottonwood County,COTTONWOOD,53.0
1960-Crow Wing County,CROW WING,30.0
1960-Douglas County,DOUGLAS,49.0
1960-Faribault County,FARIBAULT,60.0
1960-Freeborn County,FREEBORN,56.0
1960-Grant County,GRANT,43.0
1960-Hennepin County,HENNEPIN,53.0
1960-Hubbard County,HUBBARD,37.0
1960-Isanti County,ISANTI,44.0
1960-Itasca County,ITASCA,33.0
1960-Jackson County,JACKSON,58.0
1960-Kanabec County,KANABEC,35.0
1960-Kandiyohi County,KANDIYOHI,55.0
1960-Kittson County,KITTSON,30.0
1960-Lac Qui Parle County,LAC QUI PARLE,48.0
1960-Le Sueur County,LE SUEUR,59.0
1960-Lincoln County,LINCOLN,49.0
1960-Lyon County,LYON,57.0
1960-Mahnomen County,MAHNOMEN,43.0
1960-Marshall County,MARSHALL,37.0
1960-Martin County,MARTIN,63.0
1960-Mcleod County,MCLEOD,69.0
1960-Meeker County,MEEKER,62.0
1960-Mille Lacs County,MILLE LACS,44.0
1960-Morrison County,MORRISON,30.0
1960-Murray County,MURRAY,53.0
1960-Nicollet County,NICOLLET,61.0
1960-Nobles County,NOBLES,55.0
1960-Norman County,NORMAN,38.0
1960-Otter Tail County,OTTER TAIL,36.0
1960-Pennington County,PENNINGTON,33.0
1960-Pine County,PINE,38.0
1960-Pipestone County,PIPESTONE,43.0
1960-Polk County,POLK,42.0
1960-Pope County,POPE,40.0
1960-Ramsey County,RAMSEY,46.0
1960-Red Lake County,RED LAKE,36.0
1960-Redwood County,REDWOOD,61.0
1960-Renville County,RENVILLE,61.0
1960-Rice County,RICE,58.0
1960-Rock County,ROCK,50.0
1960-Roseau County,ROSEAU,29.0
1960-Scott County,SCOTT,56.0
1960-Sherburne County,SHERBURNE,31.0
1960-Sibley County,SIBLEY,60.0
1960-Stearns County,STEARNS,41.0
1960-Steele County,STEELE,50.0
1960-Stevens County,STEVENS,49.0
1960-Swift County,SWIFT,45.0
1960-Todd County,TODD,36.0
1960-Traverse County,TRAVERSE,44.0
1960-Wadena County,WADENA,31.0
1960-Waseca County,WASECA,57.0
1960-Washington County,WASHINGTON,49.0
1960-Watonwan County,WATONWAN,59.0
1960-Wilkin County,WILKIN,35.0
1960-Wright County,WRIGHT,51.0
1960-Yellow Medicine County,YELLOW MEDICINE,56.0
1961-Aitkin County,AITKIN,47.0
1961-Anoka County,ANOKA,60.0
1961-Becker County,BECKER,42.0
1961-Beltrami County,BELTRAMI,38.0
1961-Benton County,BENTON,56.0
1961-Big Stone County,BIG STONE,49.0
1961-Blue Earth County,BLUE EARTH,77.0
1961-Brown County,BROWN,68.0
1961-Carlton County,CARLTON,43.0
1961-Carver County,CARVER,78.0
1961-Cass County,CASS,32.0
1961-Chippewa County,CHIPPEWA,53.0
1961-Chisago County,CHISAGO,59.0
1961-Clay County,CLAY,45.0
1961-Clearwater County,CLEARWATER,39.0
1961-Cottonwood County,COTTONWOOD,64.0
1961-Crow Wing County,CROW WING,43.0
1961-Douglas County,DOUGLAS,50.0
1961-Faribault County,FARIBAULT,77.0
1961-Freeborn County,FREEBORN,73.0
1961-Grant County,GRANT,53.0
1961-Hennepin County,HENNEPIN,71.0
1961-Hubbard County,HUBBARD,32.0
1961-Isanti County,ISANTI,60.0
1961-Itasca County,ITASCA,30.0
1961-Jackson County,JACKSON,71.0
1961-Kanabec County,KANABEC,48.0
1961-Kandiyohi County,KANDIYOHI,61.0
1961-Kittson County,KITTSON,22.0
1961-Lac Qui Parle County,LAC QUI PARLE,46.0
1961-Le Sueur County,LE SUEUR,77.0
1961-Lincoln County,LINCOLN,53.0
1961-Lyon County,LYON,57.0
1961-Mahnomen County,MAHNOMEN,40.0
1961-Marshall County,MARSHALL,23.0
1961-Martin County,MARTIN,76.0
1961-Mcleod County,MCLEOD,77.0
1961-Meeker County,MEEKER,63.0
1961-Mille Lacs County,MILLE LACS,52.0
1961-Morrison County,MORRISON,51.0
1961-Murray County,MURRAY,62.0
1961-Nicollet County,NICOLLET,72.0
1961-Nobles County,NOBLES,66.0
1961-Norman County,NORMAN,42.0
1961-Otter Tail County,OTTER TAIL,43.0
1961-Pennington County,PENNINGTON,41.0
1961-Pine County,PINE,52.0
1961-Pipestone County,PIPESTONE,49.0
1961-Polk County,POLK,46.0
1961-Pope County,POPE,46.0
1961-Ramsey County,RAMSEY,70.0
1961-Red Lake County,RED LAKE,38.0
1961-Redwood County,REDWOOD,62.0
1961-Renville County,RENVILLE,62.0
1961-Rice County,RICE,81.0
1961-Rock County,ROCK,58.0
1961-Roseau County,ROSEAU,20.0
1961-Scott County,SCOTT,77.0
1961-Sherburne County,SHERBURNE,57.0
1961-Sibley County,SIBLEY,78.0
1961-Stearns County,STEARNS,51.0
1961-Steele County,STEELE,76.0
1961-Stevens County,STEVENS,53.0
1961-Swift County,SWIFT,48.0
1961-Todd County,TODD,45.0
1961-Traverse County,TRAVERSE,44.0
1961-Wadena County,WADENA,35.0
1961-Waseca County,WASECA,78.0
1961-Washington County,WASHINGTON,71.0
1961-Watonwan County,WATONWAN,70.0
1961-Wilkin County,WILKIN,45.0
1961-Wright County,WRIGHT,69.0
1961-Yellow Medicine County,YELLOW MEDICINE,58.0
1962-Aitkin County,AITKIN,53.0
1962-Anoka County,ANOKA,58.0
1962-Becker County,BECKER,33.0
1962-Beltrami County,BELTRAMI,23.0
1962-Benton County,BENTON,52.0
1962-Big Stone County,BIG STONE,38.0
1962-Blue Earth County,BLUE EARTH,73.0
1962-Brown County,BROWN,65.0
1962-Carlton County,CARLTON,50.0
1962-Carver County,CARVER,66.0
1962-Cass County,CASS,35.0
1962-Chippewa County,CHIPPEWA,54.0
1962-Chisago County,CHISAGO,66.0
1962-Clay County,CLAY,32.0
1962-Clearwater County,CLEARWATER,31.0
1962-Cottonwood County,COTTONWOOD,61.0
1962-Crow Wing County,CROW WING,36.0
1962-Douglas County,DOUGLAS,38.0
1962-Faribault County,FARIBAULT,77.0
1962-Freeborn County,FREEBORN,69.0
1962-Grant County,GRANT,38.0
1962-Hennepin County,HENNEPIN,67.0
1962-Hubbard County,HUBBARD,38.0
1962-Isanti County,ISANTI,63.0
1962-Itasca County,ITASCA,33.0
1962-Jackson County,JACKSON,70.0
1962-Kanabec County,KANABEC,57.0
1962-Kandiyohi County,KANDIYOHI,58.0
1962-Kittson County,KITTSON,20.0
1962-Lac Qui Parle County,LAC QUI PARLE,50.0
1962-Le Sueur County,LE SUEUR,65.0
1962-Lincoln County,LINCOLN,42.0
1962-Lyon County,LYON,50.0
1962-Mahnomen County,MAHNOMEN,44.0
1962-Marshall County,MARSHALL,36.0
1962-Martin County,MARTIN,70.0
1962-Mcleod County,MCLEOD,63.0
1962-Meeker County,MEEKER,57.0
1962-Mille Lacs County,MILLE LACS,51.0
1962-Morrison County,MORRISON,48.0
1962-Murray County,MURRAY,51.0
1962-Nicollet County,NICOLLET,64.0
1962-Nobles County,NOBLES,58.0
1962-Norman County,NORMAN,44.0
1962-Otter Tail County,OTTER TAIL,39.0
1962-Pennington County,PENNINGTON,32.0
1962-Pine County,PINE,55.0
1962-Pipestone County,PIPESTONE,42.0
1962-Polk County,POLK,30.0
1962-Pope County,POPE,44.0
1962-Ramsey County,RAMSEY,67.0
1962-Red Lake County,RED LAKE,35.0
1962-Redwood County,REDWOOD,58.0
1962-Renville County,RENVILLE,56.0
1962-Rice County,RICE,76.0
1962-Rock County,ROCK,58.0
1962-Roseau County,ROSEAU,19.0
1962-Scott County,SCOTT,69.0
1962-Sherburne County,SHERBURNE,49.0
1962-Sibley County,SIBLEY,59.0
1962-Stearns County,STEARNS,47.0
1962-Steele County,STEELE,70.0
1962-Stevens County,STEVENS,41.0
1962-Swift County,SWIFT,49.0
1962-Todd County,TODD,41.0
1962-Traverse County,TRAVERSE,29.0
1962-Wadena County,WADENA,39.0
1962-Waseca County,WASECA,78.0
1962-Washington County,WASHINGTON,69.0
1962-Watonwan County,WATONWAN,69.0
1962-Wilkin County,WILKIN,27.0
1962-Wright County,WRIGHT,61.0
1962-Yellow Medicine County,YELLOW MEDICINE,54.0
1963-Aitkin County,AITKIN,50.0
1963-Anoka County,ANOKA,61.0
1963-Becker County,BECKER,48.0
1963-Beltrami County,BELTRAMI,46.0
1963-Benton County,BENTON,58.0
1963-Big Stone County,BIG STONE,54.0
1963-Blue Earth County,BLUE EARTH,78.0
1963-Brown County,BROWN,74.0
1963-Carlton County,CARLTON,51.0
1963-Carver County,CARVER,70.0
1963-Cass County,CASS,46.0
1963-Chippewa County,CHIPPEWA,72.0
1963-Chisago County,CHISAGO,62.0
1963-Clay County,CLAY,54.0
1963-Clearwater County,CLEARWATER,41.0
1963-Cottonwood County,COTTONWOOD,66.0
1963-Crow Wing County,CROW WING,52.0
1963-Douglas County,DOUGLAS,55.0
1963-Faribault County,FARIBAULT,82.0
1963-Freeborn County,FREEBORN,79.0
1963-Grant County,GRANT,57.0
1963-Hennepin County,HENNEPIN,58.0
1963-Hubbard County,HUBBARD,44.0
1963-Isanti County,ISANTI,61.0
1963-Itasca County,ITASCA,43.0
1963-Jackson County,JACKSON,79.0
1963-Kanabec County,KANABEC,52.0
1963-Kandiyohi County,KANDIYOHI,73.0
1963-Kittson County,KITTSON,27.0
1963-Lac Qui Parle County,LAC QUI PARLE,69.0
1963-Le Sueur County,LE SUEUR,76.0
1963-Lincoln County,LINCOLN,59.0
1963-Lyon County,LYON,62.0
1963-Mahnomen County,MAHNOMEN,57.0
1963-Marshall County,MARSHALL,41.0
1963-Martin County,MARTIN,79.0
1963-Mcleod County,MCLEOD,70.0
1963-Meeker County,MEEKER,72.0
1963-Mille Lacs County,MILLE LACS,50.0
1963-Morrison County,MORRISON,53.0
1963-Murray County,MURRAY,63.0
1963-Nicollet County,NICOLLET,77.0
1963-Nobles County,NOBLES,71.0
1963-Norman County,NORMAN,57.0
1963-Otter Tail County,OTTER TAIL,48.0
1963-Pennington County,PENNINGTON,44.0
1963-Pine County,PINE,61.0
1963-Pipestone County,PIPESTONE,64.0
1963-Polk County,POLK,53.0
1963-Pope County,POPE,59.0
1963-Ramsey County,RAMSEY,58.0
1963-Red Lake County,RED LAKE,48.0
1963-Redwood County,REDWOOD,63.0
1963-Renville County,RENVILLE,72.0
1963-Rice County,RICE,69.0
1963-Rock County,ROCK,61.0
1963-Roseau County,ROSEAU,26.0
1963-Scott County,SCOTT,66.0
1963-Sherburne County,SHERBURNE,47.0
1963-Sibley County,SIBLEY,72.0
1963-Stearns County,STEARNS,53.0
1963-Steele County,STEELE,81.0
1963-Stevens County,STEVENS,55.0
1963-Swift County,SWIFT,61.0
1963-Todd County,TODD,53.0
1963-Traverse County,TRAVERSE,49.0
1963-Wadena County,WADENA,41.0
1963-Waseca County,WASECA,84.0
1963-Washington County,WASHINGTON,64.0
1963-Watonwan County,WATONWAN,71.0
1963-Wilkin County,WILKIN,50.0
1963-Wright County,WRIGHT,62.0
1963-Yellow Medicine County,YELLOW MEDICINE,73.0
1964-Aitkin County,AITKIN,48.0
1964-Anoka County,ANOKA,46.0
1964-Becker County,BECKER,33.0
1964-Beltrami County,BELTRAMI,26.0
1964-Benton County,BENTON,36.0
1964-Big Stone County,BIG STONE,34.0
1964-Blue Earth County,BLUE EARTH,82.0
1964-Brown County,BROWN,76.0
1964-Carlton County,CARLTON,46.0
1964-Carver County,CARVER,65.0
1964-Cass County,CASS,43.0
1964-Chippewa County,CHIPPEWA,46.0
1964-Chisago County,CHISAGO,49.0
1964-Clay County,CLAY,46.0
1964-Clearwater County,CLEARWATER,22.0
1964-Cottonwood County,COTTONWOOD,73.0
1964-Crow Wing County,CROW WING,43.0
1964-Douglas County,DOUGLAS,35.0
1964-Faribault County,FARIBAULT,86.0
1964-Freeborn County,FREEBORN,68.0
1964-Grant County,GRANT,38.0
1964-Hennepin County,HENNEPIN,51.0
1964-Hubbard County,HUBBARD,37.0
1964-Isanti County,ISANTI,58.0
1964-Itasca County,ITASCA,40.0
1964-Jackson County,JACKSON,84.0
1964-Kanabec County,KANABEC,62.0
1964-Kandiyohi County,KANDIYOHI,54.0
1964-Kittson County,KITTSON,22.0
1964-Lac Qui Parle County,LAC QUI PARLE,37.0
1964-Le Sueur County,LE SUEUR,77.0
1964-Lincoln County,LINCOLN,49.0
1964-Lyon County,LYON,54.0
1964-Mahnomen County,MAHNOMEN,25.0
1964-Marshall County,MARSHALL,26.0
1964-Martin County,MARTIN,82.0
1964-Mcleod County,MCLEOD,69.0
1964-Meeker County,MEEKER,52.0
1964-Mille Lacs County,MILLE LACS,41.0
1964-Morrison County,MORRISON,36.0
1964-Murray County,MURRAY,55.0
1964-Nicollet County,NICOLLET,77.0
1964-Nobles County,NOBLES,62.0
1964-Norman County,NORMAN,33.0
1964-Otter Tail County,OTTER TAIL,40.0
1964-Pennington County,PENNINGTON,26.0
1964-Pine County,PINE,51.0
1964-Pipestone County,PIPESTONE,42.0
1964-Polk County,POLK,25.0
1964-Pope County,POPE,31.0
1964-Ramsey County,RAMSEY,45.0
1964-Red Lake County,RED LAKE,25.0
1964-Redwood County,REDWOOD,63.0
1964-Renville County,RENVILLE,61.0
1964-Rice County,RICE,68.0
1964-Rock County,ROCK,63.0
1964-Roseau County,ROSEAU,21.0
1964-Scott County,SCOTT,66.0
1964-Sherburne County,SHERBURNE,32.0
1964-Sibley County,SIBLEY,74.0
1964-Stearns County,STEARNS,34.0
1964-Steele County,STEELE,64.0
1964-Stevens County,STEVENS,36.0
1964-Swift County,SWIFT,38.0
1964-Todd County,TODD,40.0
1964-Traverse County,TRAVERSE,45.0
1964-Wadena County,WADENA,38.0
1964-Waseca County,WASECA,85.0
1964-Washington County,WASHINGTON,36.0
1964-Watonwan County,WATONWAN,73.0
1964-Wilkin County,WILKIN,42.0
1964-Wright County,WRIGHT,46.0
1964-Yellow Medicine County,YELLOW MEDICINE,52.0
1965-Aitkin County,AITKIN,35.0
1965-Anoka County,ANOKA,55.0
1965-Becker County,BECKER,32.0
1965-Benton County,BENTON,45.0
1965-Big Stone County,BIG STONE,43.0
1965-Blue Earth County,BLUE EARTH,72.0
1965-Brown County,BROWN,65.0
1965-Carver County,CARVER,68.0
1965-Cass County,CASS,21.0
1965-Chippewa County,CHIPPEWA,51.0
1965-Chisago County,CHISAGO,59.0
1965-Clay County,CLAY,41.0
1965-Clearwater County,CLEARWATER,30.0
1965-Cottonwood County,COTTONWOOD,58.0
1965-Crow Wing County,CROW WING,28.0
1965-Douglas County,DOUGLAS,39.0
1965-Faribault County,FARIBAULT,75.0
1965-Freeborn County,FREEBORN,81.0
1965-Grant County,GRANT,40.0
1965-Hennepin County,HENNEPIN,62.0
1965-Hubbard County,HUBBARD,23.0
1965-Isanti County,ISANTI,50.0
1965-Jackson County,JACKSON,60.0
1965-Kanabec County,KANABEC,42.0
1965-Kandiyohi County,KANDIYOHI,59.0
1965-Lac Qui Parle County,LAC QUI PARLE,56.0
1965-Le Sueur County,LE SUEUR,69.0
1965-Lincoln County,LINCOLN,40.0
1965-Lyon County,LYON,49.0
1965-Mahnomen County,MAHNOMEN,35.0
1965-Marshall County,MARSHALL,32.0
1965-Martin County,MARTIN,70.0
1965-Mcleod County,MCLEOD,67.0
1965-Meeker County,MEEKER,58.0
1965-Mille Lacs County,MILLE LACS,41.0
1965-Morrison County,MORRISON,45.0
1965-Murray County,MURRAY,49.0
1965-Nicollet County,NICOLLET,70.0
1965-Nobles County,NOBLES,56.0
1965-Norman County,NORMAN,42.0
1965-Otter Tail County,OTTER TAIL,36.0
1965-Pennington County,PENNINGTON,31.0
1965-Pine County,PINE,44.0
1965-Pipestone County,PIPESTONE,47.0
1965-Polk County,POLK,40.0
1965-Pope County,POPE,49.0
1965-Ramsey County,RAMSEY,58.0
1965-Red Lake County,RED LAKE,30.0
1965-Redwood County,REDWOOD,67.0
1965-Renville County,RENVILLE,68.0
1965-Rice County,RICE,70.0
1965-Rock County,ROCK,59.0
1965-Scott County,SCOTT,58.0
1965-Sherburne County,SHERBURNE,55.0
1965-Sibley County,SIBLEY,52.0
1965-Stearns County,STEARNS,46.0
1965-Steele County,STEELE,73.0
1965-Stevens County,STEVENS,45.0
1965-Swift County,SWIFT,58.0
1965-Todd County,TODD,39.0
1965-Traverse County,TRAVERSE,44.0
1965-Wadena County,WADENA,25.0
1965-Waseca County,WASECA,81.0
1965-Washington County,WASHINGTON,59.0
1965-Watonwan County,WATONWAN,64.0
1965-Wilkin County,WILKIN,42.0
1965-Wright County,WRIGHT,62.0
1965-Yellow Medicine County,YELLOW MEDICINE,57.0
1966-Aitkin County,AITKIN,58.0
1966-Anoka County,ANOKA,57.0
1966-Becker County,BECKER,47.0
1966-Beltrami County,BELTRAMI,38.0
1966-Benton County,BENTON,70.0
1966-Big Stone County,BIG STONE,54.0
1966-Blue Earth County,BLUE EARTH,91.0
1966-Brown County,BROWN,80.0
1966-Carlton County,CARLTON,63.0
1966-Carver County,CARVER,78.0
1966-Cass County,CASS,55.0
1966-Chippewa County,CHIPPEWA,72.0
1966-Chisago County,CHISAGO,77.0
1966-Clay County,CLAY,53.0
1966-Clearwater County,CLEARWATER,35.0
1966-Cottonwood County,COTTONWOOD,79.0
1966-Crow Wing County,CROW WING,63.0
1966-Douglas County,DOUGLAS,58.0
1966-Faribault County,FARIBAULT,96.0
1966-Freeborn County,FREEBORN,92.0
1966-Grant County,GRANT,61.0
1966-Hennepin County,HENNEPIN,76.0
1966-Hubbard County,HUBBARD,49.0
1966-Isanti County,ISANTI,78.0
1966-Itasca County,ITASCA,38.0
1966-Jackson County,JACKSON,87.0
1966-Kanabec County,KANABEC,64.0
1966-Kandiyohi County,KANDIYOHI,80.0
1966-Kittson County,KITTSON,40.0
1966-Koochiching County,KOOCHICHING,38.0
1966-Lac Qui Parle County,LAC QUI PARLE,61.0
1966-Lake Of The Woods County,LAKE OF THE WOODS,40.0
1966-Le Sueur County,LE SUEUR,90.0
1966-Lincoln County,LINCOLN,62.0
1966-Lyon County,LYON,59.0
1966-Mahnomen County,MAHNOMEN,52.0
1966-Marshall County,MARSHALL,45.0
1966-Martin County,MARTIN,93.0
1966-Mcleod County,MCLEOD,81.0
1966-Meeker County,MEEKER,79.0
1966-Mille Lacs County,MILLE LACS,65.0
1966-Morrison County,MORRISON,65.0
1966-Murray County,MURRAY,62.0
1966-Nicollet County,NICOLLET,91.0
1966-Nobles County,NOBLES,74.0
1966-Norman County,NORMAN,58.0
1966-Otter Tail County,OTTER TAIL,56.0
1966-Pennington County,PENNINGTON,42.0
1966-Pine County,PINE,69.0
1966-Pipestone County,PIPESTONE,48.0
1966-Polk County,POLK,49.0
1966-Pope County,POPE,55.0
1966-Ramsey County,RAMSEY,74.0
1966-Red Lake County,RED LAKE,48.0
1966-Redwood County,REDWOOD,74.0
1966-Renville County,RENVILLE,82.0
1966-Rice County,RICE,86.0
1966-Rock County,ROCK,64.0
1966-Roseau County,ROSEAU,40.0
1966-Scott County,SCOTT,77.0
1966-Sherburne County,SHERBURNE,60.0
1966-Sibley County,SIBLEY,82.0
1966-St. Louis County,ST. LOUIS,37.0
1966-Stearns County,STEARNS,63.0
1966-Steele County,STEELE,90.0
1966-Stevens County,STEVENS,60.0
1966-Swift County,SWIFT,66.0
1966-Todd County,TODD,63.0
1966-Traverse County,TRAVERSE,53.0
1966-Wadena County,WADENA,50.0
1966-Waseca County,WASECA,97.0
1966-Washington County,WASHINGTON,73.0
1966-Watonwan County,WATONWAN,90.0
1966-Wilkin County,WILKIN,58.0
1966-Wright County,WRIGHT,78.0
1966-Yellow Medicine County,YELLOW MEDICINE,60.8
1967-Aitkin County,AITKIN,41.0
1967-Anoka County,ANOKA,61.0
1967-Becker County,BECKER,39.0
1967-Beltrami County,BELTRAMI,36.0
1967-Benton County,BENTON,56.0
1967-Big Stone County,BIG STONE,45.0
1967-Blue Earth County,BLUE EARTH,86.0
1967-Brown County,BROWN,82.0
1967-Carlton County,CARLTON,42.0
1967-Carver County,CARVER,77.0
1967-Cass County,CASS,40.0
1967-Chippewa County,CHIPPEWA,71.0
1967-Chisago County,CHISAGO,68.0
1967-Clay County,CLAY,41.0
1967-Clearwater County,CLEARWATER,39.0
1967-Cottonwood County,COTTONWOOD,83.0
1967-Crow Wing County,CROW WING,46.0
1967-Douglas County,DOUGLAS,43.0
1967-Faribault County,FARIBAULT,91.0
1967-Freeborn County,FREEBORN,80.0
1967-Grant County,GRANT,54.0
1967-Hennepin County,HENNEPIN,64.0
1967-Hubbard County,HUBBARD,40.0
1967-Isanti County,ISANTI,70.0
1967-Itasca County,ITASCA,28.0
1967-Jackson County,JACKSON,84.0
1967-Kanabec County,KANABEC,54.0
1967-Kandiyohi County,KANDIYOHI,68.0
1967-Kittson County,KITTSON,36.0
1967-Lac Qui Parle County,LAC QUI PARLE,52.0
1967-Le Sueur County,LE SUEUR,88.0
1967-Lincoln County,LINCOLN,51.0
1967-Lyon County,LYON,64.0
1967-Mahnomen County,MAHNOMEN,47.0
1967-Marshall County,MARSHALL,51.0
1967-Martin County,MARTIN,92.0
1967-Mcleod County,MCLEOD,75.0
1967-Meeker County,MEEKER,67.0
1967-Mille Lacs County,MILLE LACS,59.0
1967-Morrison County,MORRISON,45.0
1967-Murray County,MURRAY,63.0
1967-Nicollet County,NICOLLET,89.0
1967-Nobles County,NOBLES,68.0
1967-Norman County,NORMAN,46.0
1967-Otter Tail County,OTTER TAIL,40.0
1967-Pennington County,PENNINGTON,42.0
1967-Pine County,PINE,62.0
1967-Pipestone County,PIPESTONE,53.0
1967-Polk County,POLK,45.0
1967-Pope County,POPE,44.0
1967-Ramsey County,RAMSEY,65.0
1967-Red Lake County,RED LAKE,44.0
1967-Redwood County,REDWOOD,78.0
1967-Renville County,RENVILLE,82.0
1967-Rice County,RICE,80.0
1967-Rock County,ROCK,67.0
1967-Roseau County,ROSEAU,33.0
1967-Scott County,SCOTT,63.0
1967-Sherburne County,SHERBURNE,46.0
1967-Sibley County,SIBLEY,83.0
1967-St. Louis County,ST. LOUIS,27.0
1967-Stearns County,STEARNS,53.0
1967-Steele County,STEELE,78.0
1967-Stevens County,STEVENS,49.0
1967-Swift County,SWIFT,51.0
1967-Todd County,TODD,42.0
1967-Traverse County,TRAVERSE,57.0
1967-Wadena County,WADENA,38.0
1967-Waseca County,WASECA,93.0
1967-Washington County,WASHINGTON,68.0
1967-Watonwan County,WATONWAN,82.0
1967-Wilkin County,WILKIN,50.0
1967-Wright County,WRIGHT,64.0
1967-Yellow Medicine County,YELLOW MEDICINE,60.0
1968-Aitkin County,AITKIN,52.0
1968-Anoka County,ANOKA,61.0
1968-Becker County,BECKER,44.0
1968-Beltrami County,BELTRAMI,38.0
1968-Benton County,BENTON,87.0
1968-Big Stone County,BIG STONE,61.0
1968-Blue Earth County,BLUE EARTH,93.0
1968-Brown County,BROWN,88.0
1968-Carlton County,CARLTON,54.0
1968-Carver County,CARVER,84.0
1968-Cass County,CASS,48.0
1968-Chippewa County,CHIPPEWA,79.0
1968-Chisago County,CHISAGO,71.0
1968-Clay County,CLAY,48.0
1968-Clearwater County,CLEARWATER,37.0
1968-Cottonwood County,COTTONWOOD,89.0
1968-Crow Wing County,CROW WING,45.0
1968-Douglas County,DOUGLAS,47.0
1968-Faribault County,FARIBAULT,98.0
1968-Freeborn County,FREEBORN,89.0
1968-Grant County,GRANT,47.0
1968-Hennepin County,HENNEPIN,80.0
1968-Hubbard County,HUBBARD,47.0
1968-Isanti County,ISANTI,72.0
1968-Itasca County,ITASCA,29.0
1968-Jackson County,JACKSON,95.0
1968-Kanabec County,KANABEC,63.0
1968-Kandiyohi County,KANDIYOHI,78.0
1968-Kittson County,KITTSON,24.0
1968-Lac Qui Parle County,LAC QUI PARLE,70.0
1968-Le Sueur County,LE SUEUR,97.0
1968-Lincoln County,LINCOLN,64.0
1968-Lyon County,LYON,84.0
1968-Mahnomen County,MAHNOMEN,40.0
1968-Marshall County,MARSHALL,35.0
1968-Martin County,MARTIN,101.0
1968-Mcleod County,MCLEOD,84.0
1968-Meeker County,MEEKER,77.0
1968-Mille Lacs County,MILLE LACS,69.0
1968-Morrison County,MORRISON,56.0
1968-Murray County,MURRAY,70.0
1968-Nicollet County,NICOLLET,95.0
1968-Nobles County,NOBLES,75.0
1968-Norman County,NORMAN,49.0
1968-Otter Tail County,OTTER TAIL,48.0
1968-Pennington County,PENNINGTON,27.0
1968-Pine County,PINE,67.0
1968-Pipestone County,PIPESTONE,59.0
1968-Polk County,POLK,49.0
1968-Pope County,POPE,56.0
1968-Ramsey County,RAMSEY,67.0
1968-Red Lake County,RED LAKE,46.0
1968-Redwood County,REDWOOD,89.0
1968-Renville County,RENVILLE,90.0
1968-Rice County,RICE,88.0
1968-Rock County,ROCK,70.0
1968-Roseau County,ROSEAU,23.0
1968-Scott County,SCOTT,78.0
1968-Sherburne County,SHERBURNE,62.0
1968-Sibley County,SIBLEY,90.0
1968-St. Louis County,ST. LOUIS,36.0
1968-Stearns County,STEARNS,62.0
1968-Steele County,STEELE,90.0
1968-Stevens County,STEVENS,59.0
1968-Swift County,SWIFT,66.0
1968-Todd County,TODD,54.0
1968-Traverse County,TRAVERSE,62.0
1968-Wadena County,WADENA,45.0
1968-Waseca County,WASECA,93.0
1968-Washington County,WASHINGTON,85.0
1968-Watonwan County,WATONWAN,97.0
1968-Wilkin County,WILKIN,52.0
1968-Wright County,WRIGHT,73.0
1968-Yellow Medicine County,YELLOW MEDICINE,86.0
1969-Aitkin County,AITKIN,32.0
1969-Anoka County,ANOKA,48.0
1969-Becker County,BECKER,50.0
1969-Beltrami County,BELTRAMI,41.0
1969-Benton County,BENTON,50.0
1969-Big Stone County,BIG STONE,55.0
1969-Blue Earth County,BLUE EARTH,100.0
1969-Brown County,BROWN,88.0
1969-Carlton County,CARLTON,30.0
1969-Carver County,CARVER,84.0
1969-Cass County,CASS,45.0
1969-Chippewa County,CHIPPEWA,89.0
1969-Chisago County,CHISAGO,63.0
1969-Clay County,CLAY,51.0
1969-Clearwater County,CLEARWATER,43.0
1969-Cottonwood County,COTTONWOOD,97.0
1969-Crow Wing County,CROW WING,33.0
1969-Douglas County,DOUGLAS,51.0
1969-Faribault County,FARIBAULT,109.0
